Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1,1003,Diamond Creek Primary School,Primary,O,17 Clyde Street,,Diamond Creek,VIC,3089,17 Clyde Street,,DIAMOND CREEK,VIC,3089,03 9438 1108,571,Nillumbik (S),-37.67185,145.15165
Government,1,1004,Hesket Primary School,Primary,O,800 Romsey Road,,Hesket,VIC,3442,P O Box 654,,Woodend,VIC,3442,03 5427 0330,413,Macedon Ranges (S),-37.34781,144.61978
Government,1,1008,Axedale Primary School,Primary,O,81 High Street,,Axedale,VIC,3551,81 High Street,,AXEDALE,VIC,3551,03 5439 7232,262,Greater Bendigo (C),-36.78623,144.50146
Government,1,1022,Vermont Primary School,Primary,O,4-10 Nurlendi Road,,Vermont,VIC,3133,PO BOX 53,,VERMONT,VIC,3133,03 9874 2511,698,Whitehorse (C),-37.83736,145.1943
Government,1,1023,Tarnagulla Primary School,Primary,O,51 Stanley Street,,Tarnagulla,VIC,3551,51 Stanley Street,,TARNAGULLA,VIC,3551,03 5438 7355,394,Loddon (S),-36.77126,143.8284
Government,1,1026,Balwyn Primary School,Primary,O,86B Balwyn Road,,Balwyn,VIC,3103,86B Balwyn Road,,BALWYN,VIC,3103,03 9836 7121,111,Boroondara (C),-37.81394,145.08138
Government,1,1028,Scoresby Primary School,Primary,O,11 Ingrid Street,,Scoresby,VIC,3179,11 Ingrid Street,,SCORESBY,VIC,3179,03 9763 7484,367,Knox (C),-37.89395,145.2275
Government,1,1030,Carisbrook Primary School,Primary,O,2  Camp Street,,Carisbrook,VIC,3464,2 Camp Street,,CARISBROOK,VIC,3464,03 5464 2444,167,Central Goldfields (S),-37.05206,143.81266
Government,1,1033,Wandin Yallock Primary School,Primary,O,105 Beenak Road,,Wandin North,VIC,3139,105 Beenak Road,,WANDIN NORTH,VIC,3139,03 5964 4276,745,Yarra Ranges (S),-37.79025,145.43595
Government,1,1034,Yering Primary School,Primary,O,22-24 Melba Highway,,Yering,VIC,3770,P O Box 139,,Coldstream,VIC,3770,03 9739 1451,745,Yarra Ranges (S),-37.70535,145.38222
Government,1,1035,Dartmoor Primary School,Primary,O,76 Greenham Street,,Dartmoor,VIC,3304,P O Box 35,,DARTMOOR,VIC,3304,03 5528 1382,241,Glenelg (S),-37.92302,141.27673
Government,1,1051,Mickleham Primary School,Primary,O,1880 Mickleham Road,,Mickleham,VIC,3064,1880 Mickleham Road,,MICKLEHAM,VIC,3064,03 9745 2250,327,Hume (C),-37.5635,144.87655
Government,1,1052,Inglewood Primary School,Primary,O,77 Sullivan Street,,Inglewood,VIC,3517,77 Sullivan Street,,INGLEWOOD,VIC,3517,03 5438 3303,394,Loddon (S),-36.57394,143.87045
Government,1,1054,Chewton Primary School,Primary,O,1 Hunter Street,,Chewton,VIC,3451,1 Hunter Street,,CHEWTON,VIC,3451,03 5472 2557,543,Mount Alexander (S),-37.08233,144.26116
Government,1,1070,Bolinda Primary School,Primary,O,1 Mullalys Road,,Bolinda,VIC,3432,1 Mullalys Road,,BOLINDA,VIC,3432,03 5428 5317,413,Macedon Ranges (S),-37.43373,144.7454
Government,1,1072,Napoleons Primary School,Primary,O,4721 Colac-Ballarat Road,,Napoleons,VIC,3352,4721 Colac-Ballarat Road,,NAPOLEONS,VIC,3352,03 5342 0414,249,Golden Plains (S),-37.67863,143.82646
Government,1,1075,Kew Primary School,Primary,O,Peel Street,,Kew,VIC,3101,Peel Street,,KEW,VIC,3101,03 9853 8325,111,Boroondara (C),-37.80364,145.03339
Government,1,1076,Haddon Primary School,Primary,O,398 Sago Hill Road,,Haddon,VIC,3351,398 Sago Hill Road,,HADDON,VIC,3351,03 4344 4139,249,Golden Plains (S),-37.58864,143.72171
Government,1,1079,Panmure Primary School,Primary,O,8759 Princes Highway,,Panmure,VIC,3265,C/o Post Office Panmure,,PANMURE,VIC,3265,03 5567 6264,549,Moyne (S),-38.32935,142.73253
Government,1,1090,Sorrento Primary School,Primary,O,32 Kerferd Avenue,,Sorrento,VIC,3943,P O Box 121,,SORRENTO,VIC,3943,03 5984 2130,534,Mornington Peninsula (S),-38.34148,144.74069
Government,1,1091,Alfredton Primary School,Primary,O,89a Cuthberts Road,,Alfredton,VIC,3350,89a Cuthberts Road,,ALFREDTON,VIC,3350,03 5334 1572,57,Ballarat (C),-37.5548,143.8021
Government,1,1097,Bridgewater Primary School,Primary,O,34 - 44 Eldon Street,,Bridgewater On Loddon,VIC,3516,PO BOX 62,,BRIDGEWATER,VIC,3516,03 5437 3081,394,Loddon (S),-36.6031,143.94592
Government,1,1098,Hastings Primary School,Primary,O,10 - 20 Hodgins Road,,Hastings,VIC,3915,10 - 20 Hodgins Road,,HASTINGS,VIC,3915,03 5979 1517,534,Mornington Peninsula (S),-38.2997,145.18947
Government,1,1103,Yackandandah Primary School,Primary,O,39 High Street,,Yackandandah,VIC,3749,39 High Street,,YACKANDANDAH,VIC,3749,02 6027 1431,335,Indigo (S),-36.3121,146.83646
Government,1,1104,Nagambie Primary School,Primary,O,31 Goulburn Street,,Nagambie,VIC,3608,31 Goulburn Street,,NAGAMBIE,VIC,3608,03 5794 2273,643,Strathbogie (S),-36.78759,145.15723
Government,1,1108,Heyfield Primary School,Primary,O,22 Temple Street,,Heyfield,VIC,3858,P O Box 172,,HEYFIELD,VIC,3858,03 5148 2666,681,Wellington (S),-37.98211,146.78494
Government,1,1111,Moorabbin Primary School,Primary,O,61 Worthing Road,,Moorabbin,VIC,3189,61 Worthing Road,,MOORABBIN,VIC,3189,03 9555 1101,343,Kingston (C),-37.94202,145.03959
Government,1,1112,Mansfield Primary School,Primary,O,4 Apollo Street,,Mansfield,VIC,3722,P O Box 401,,MANSFIELD,VIC,3724,03 5775 2325,425,Mansfield (S),-37.05559,146.08482
Government,1,1115,Middle Indigo Primary School,Primary,O,710 Indigo Creek Road,,Indigo Valley,VIC,3688,710 Indigo Creek Rd,,Indigo Valley,VIC,3688,02 6026 9235,335,Indigo (S),-36.15601,146.72484
Government,1,1117,Briagolong Primary School,Primary,O,2 Church Street,,Briagolong,VIC,3860,2 Church Street,,BRIAGOLONG,VIC,3860,03 5145 5260,681,Wellington (S),-37.8428,147.06784
Government,1,1120,Lindenow Primary School,Primary,O,140 Henry Street,,Lindenow,VIC,3865,140 HENRY STREET,,LINDENOW,VIC,3865,03 5157 1340,211,East Gippsland (S),-37.80088,147.45327
Government,1,1125,Broadford Primary School,Primary,O,17-23 Powlett Street,,Broadford,VIC,3658,P O Box 109,,BROADFORD,VIC,3658,03 5784 1221,485,Mitchell (S),-37.20257,145.0463
Government,1,1126,Murchison Primary School,Primary,O,8 - 10 Impey Street,,Murchison,VIC,3610,P O Box 85,,MURCHISON,VIC,3610,03 5826 2391,283,Greater Shepparton (C),-36.61718,145.21429
Government,1,1134,Panton Hill Primary School,Primary,O,585 Kangaroo Grd-St Andrews Rd,,Panton Hill,VIC,3759,585 Kangaroo Grd-St Andrews Rd,,PANTON HILL,VIC,3759,03 9719 7202,571,Nillumbik (S),-37.64161,145.23956
Government,1,1135,Glen Park Primary School,Primary,O,265 Ralstons Road,,Glen Park,VIC,3352,265 Ralstons Road,,GLEN PARK,VIC,3352,03 5334 5360,515,Moorabool (S),-37.52478,143.9348
Government,1,1136,Concongella Primary School,Primary,O,61 Concongella School Road,,CONCONGELLA,VIC,3384,61 Concongella School Road,,CONCONGELLA,VIC,3384,03 5358 1811,581,Northern Grampians (S),-37.04956,142.82232
Government,1,1141,Bruthen Primary School,Primary,O,31 Great Alpine Road,,Bruthen,VIC,3885,PO Box 101,,BRUTHEN,VIC,3885,03 5157 5445,211,East Gippsland (S),-37.70421,147.83349
Government,1,1142,Swan Hill Primary School,Primary,O,123 Gray Street,,Swan Hill,VIC,3585,P O Box 798,,SWAN HILL,VIC,3585,03 5032 1336,661,Swan Hill (RC),-35.34691,143.54325
Government,1,1144,Porepunkah Primary School,Primary,O,2 Martley Street,,Porepunkah,VIC,3740,2 Martley Street,,POREPUNKAH,VIC,3740,03 5756 2253,11,Alpine (S),-36.69949,146.91102
Government,1,1146,Leopold Primary School,Primary,O,1 Kensington Road,,Leopold,VIC,3224,P O Box 42,,LEOPOLD,VIC,3224,03 5250 1233,275,Greater Geelong (C),-38.18726,144.46437
Government,1,1147,Inverleigh Primary School,Primary,O,54 High Street,,Inverleigh,VIC,3321,54 High St,,INVERLEIGH,VIC,3321,03 5265 1340,249,Golden Plains (S),-38.10094,144.05469
Government,1,1148,Glen Iris Primary School,Primary,O,170 Glen Iris Road,,Glen Iris,VIC,3146,170 Glen Iris Road,,GLEN IRIS,VIC,3146,03 9885 3624,111,Boroondara (C),-37.86048,145.06589
Government,1,1150,Trawalla Primary School,Primary,O,11 Trawalla Road,,Trawalla,VIC,3373,11 Trawalla Road,,TRAWALLA,VIC,3373,03 5349 2047,599,Pyrenees (S),-37.43773,143.46986
Government,1,1165,Quarry Hill Primary School,Primary,O,25 Peel Street,,Quarry Hill,VIC,3550,P O Box 2118,,BENDIGO DC,VIC,3554,03 5443 3537,262,Greater Bendigo (C),-36.77512,144.27998
Government,1,1167,Sebastopol Primary School,Primary,O,9 Warreen Street,,Sebastopol,VIC,3356,P O Box 246,,SEBASTOPOL,VIC,3356,03 5335 8157,57,Ballarat (C),-37.59643,143.84472
Government,1,1176,Woodside Primary School,Primary,O,41 Beach Road,,Woodside,VIC,3874,41 Beach Road,,WOODSIDE,VIC,3874,03 5187 1272,681,Wellington (S),-38.52668,146.87668
Government,1,1178,Noorat Primary School,Primary,O,MacKinnon's Bridge Road,,Noorat,VIC,3265,MacKinnon's Bridge Road,,NOORAT,VIC,3265,03 5592 5282,183,Corangamite (S),-38.19075,142.92873
Government,1,1181,Albert Park Primary School,Primary,O,Bridport Street,,Albert Park,VIC,3206,Bridport Street,,ALBERT PARK,VIC,3206,03 9699 9090,590,Port Phillip (C),-37.84188,144.95277
Government,1,1183,Williamstown Primary School,Primary,O,Cnr. Electra & Parker Street,,Williamstown,VIC,3016,Cecil Street,,WILLIAMSTOWN,VIC,3016,03 9397 1248,311,Hobsons Bay (C),-37.8638,144.90041
Government,1,1184,Boneo Primary School,Primary,O,582 Boneo Road,,Boneo,VIC,3939,P O Box 300,,RYE,VIC,3941,03 5988 6253,534,Mornington Peninsula (S),-38.41187,144.88728
Government,1,1190,Queenscliff Primary School,Primary,O,Cnr Stokes & Stevens Street,,Queenscliff,VIC,3225,P O Box 91,,QUEENSCLIFF,VIC,3225,03 5258 1696,608,Queenscliffe (B),-38.26722,144.65621
Government,1,1194,Portland North Primary School,Primary,O,42 School Road,,Portland North,VIC,3305,42 School Road,,PORTLAND NORTH,VIC,3305,03 5523 1482,241,Glenelg (S),-38.31764,141.57233
Government,1,1207,Timor Primary School,Primary,O,395 Bet Bet Creek Road,,Timor,VIC,3465,395 Bet Bet Creek Road,,TIMOR,VIC,3465,03 5461 2595,167,Central Goldfields (S),-36.98422,143.71199
Government,1,1208,Apsley Primary School,Primary,O,46 Laidlaw Street,,Apsley,VIC,3319,P O Box 68,,APSLEY,VIC,3319,03 5586 1231,689,West Wimmera (S),-36.97371,141.08249
Government,1,1211,Strathfieldsaye Primary School,Primary,O,9 Uxbridge Street,,Strathfieldsaye,VIC,3551,9 Uxbridge Street,,STRATHFIELDSAYE,VIC,3551,03 5439 5207,262,Greater Bendigo (C),-36.80436,144.35291
Government,1,1222,Skye Primary School,Primary,O,395 Ballarto Road,,Skye,VIC,3977,P O Box 8634,,Carrum Downs,VIC,3201,03 9786 1555,217,Frankston (C),-38.11771,145.20124
Government,1,1225,Tooborac Primary School,Primary,O,5185 Northern Highway,,Tooborac,VIC,3522,5185 Northern Highway,,TOOBORAC,VIC,3522,03 5433 5225,485,Mitchell (S),-37.03978,144.79814
Government,1,1231,Lucknow Primary School,Primary,O,35 Howitt Avenue,,Eastwood,VIC,3875,P O Box 891,,Bairnsdale,VIC,3875,03 5152 4662,211,East Gippsland (S),-37.81267,147.63075
Government,1,1244,Upper Plenty Primary School,Primary,O,10 Clarkes Road,,Upper Plenty,VIC,3756,P O Box 496,,Wallan,VIC,3756,03 5783 1358,485,Mitchell (S),-37.42371,145.05787
Government,1,1252,Carlton North Primary School,Primary,O,60 Lee Street,,Carlton North,VIC,3054,60 LEE STREET,,CARLTON NORTH,VIC,3054,03 9347 4822,735,Yarra (C),-37.79106,144.97303
Government,1,1254,Maldon Primary School,Primary,O,109 High Street,,Maldon,VIC,3463,109 High Street,,MALDON,VIC,3463,03 5475 1484,543,Mount Alexander (S),-36.99504,144.06581
Government,1,1259,Woori Yallock Primary School,Primary,O,1360 Healesville Road,,Woori Yallock,VIC,3139,1360 Healesville Road,,WOORI YALLOCK,VIC,3139,03 5964 7258,745,Yarra Ranges (S),-37.77737,145.53269
Government,1,1263,Moyston Primary School,Primary,O,1349 Ararat-Halls Gap Road,,Moyston,VIC,3377,1349 Ararat-Halls Gap Road,,Moyston,VIC,3377,03 5354 2537,26,Ararat (RC),-37.30166,142.76785
Government,1,1270,Buninyong Primary School,Primary,O,202 Simpson Street,,Buninyong,VIC,3357,202 Simpson Street,,BUNINYONG,VIC,3357,03 5341 3560,57,Ballarat (C),-37.65423,143.88625
Government,1,1273,Marysville Primary School,Primary,O,15 Falls Road,,Marysville,VIC,3779,15 Falls Road,,MARYSVILLE,VIC,3779,03 5963 3256,562,Murrindindi (S),-37.51198,145.74894
Government,1,1275,Langley Primary School,Primary,O,Crn Kyneton/Heathcote & Parsells Rd,,Langley,VIC,3444,RSD 38 Redesdale Road,,LANGLEY,VIC,3444,03 5423 4125,543,Mount Alexander (S),-37.17118,144.48966
Government,1,1277,Wandong Primary School,Primary,O,39-51 Rail Street,,Wandong,VIC,3758,P O Box 402,,WANDONG,VIC,3758,03 5787 1232,485,Mitchell (S),-37.3603,145.02786
Government,1,1282,Cowes Primary School,Primary,O,177 Settlement Road,,Cowes,VIC,3922,P O Box 44,,COWES,VIC,3922,03 5952 2132,74,Bass Coast (S),-38.45628,145.24131
Government,1,1288,Bullarto Primary School,Primary,O,131 Bullarto South Road,,Bullarto,VIC,3461,131 Bullarto South Road,,BULLARTO,VIC,3461,03 5348 5559,291,Hepburn (S),-37.40538,144.21822
Government,1,1293,Lismore Primary School,Primary,O,77 William Street,,Lismore,VIC,3324,P O Box 20,,LISMORE,VIC,3324,03 5596 2121,183,Corangamite (S),-37.9546,143.3393
Government,1,1295,Lower Plenty Primary School,Primary,O,126-146 Main Road,,Lower Plenty,VIC,3093,P O BOX 9,,LOWER PLENTY,VIC,3093,03 9435 2585,66,Banyule (C),-37.72617,145.1155
Government,1,1316,Specimen Hill Primary School,Primary,O,Inglewood Street,,Golden Square,VIC,3555,Inglewood Street,,GOLDEN SQUARE,VIC,3555,03 5443 5353,262,Greater Bendigo (C),-36.76187,144.24834
Government,1,1324,Bolwarra Primary School,Primary,O,249 Princes Highway,,Bolwarra,VIC,3305,249 Princes Highway,,BOLWARRA,VIC,3305,03 5529 2374,241,Glenelg (S),-38.28161,141.6138
Government,1,1330,Navarre Primary School,Primary,O,High Street,,Navarre,VIC,3384,High Street,,NAVARRE,VIC,3384,03 5357 4256,581,Northern Grampians (S),-36.90074,143.11134
Government,1,1334,Warracknabeal Primary School,Primary,O,5 Werrigar Street,,Warracknabeal,VIC,3393,P O Box 365,,WARRACKNABEAL,VIC,3393,03 5398 1194,763,Yarriambiack (S),-36.25788,142.39126
Government,1,1335,Moyhu Primary School,Primary,O,2799 Wangaratta-Whitfield Road,,Moyhu,VIC,3732,2799 Wangaratta-Whitfield Road,,MOYHU,VIC,3732,03 5727 9298,670,Wangaratta (RC),-36.59317,146.38309
Government,1,1347,Natte Yallock Primary School,Primary,O,10 School Road,,Natte Yallock,VIC,3465,10 School Road,,NATTE YALLOCK,VIC,3465,03 5462 2386,599,Pyrenees (S),-36.94213,143.468
Government,1,1360,Clifton Hill Primary School,Primary,O,185 Gold St,,Clifton Hill,VIC,3068,P O Box 468,,CLIFTON HILL,VIC,3068,03 9489 8333,735,Yarra (C),-37.79231,144.98925
Government,1,1362,Christmas Hills Primary School,Primary,O,1409 Eltham-yarra Glen Road,,Christmas Hills,VIC,3775,1409 Eltham - Yarra Glen  Road,,CHRISTMAS HILLS,VIC,3775,03 9730 1238,571,Nillumbik (S),-37.65352,145.3042
Government,1,1365,Tallangatta Primary School,Primary,O,1 Wonga Grove,,Tallangatta,VIC,3700,P O Box 83,,TALLANGATTA,VIC,3700,02 6071 2590,667,Towong (S),-36.2148,147.1742
Government,1,1366,Kialla Central Primary School,Primary,O,128 Central Kialla Road,,Kialla,VIC,3631,128 Central Kialla Road,,KIALLA,VIC,3631,03 5827 1373,283,Greater Shepparton (C),-36.4527,145.43115
Government,1,1368,Mount Eliza Primary School,Primary,O,Wooralla Drive,,Mount Eliza,VIC,3930,P O Box 305,,MOUNT ELIZA,VIC,3930,03 9787 1385,534,Mornington Peninsula (S),-38.19539,145.09219
Government,1,1369,San Remo Primary School,Primary,O,22 Bergin Grove,,San Remo,VIC,3925,22 Bergin Grove,,San Remo,VIC,3925,03 5678 5354,74,Bass Coast (S),-38.52385,145.36945
Government,1,1372,Dimboola Primary School,Primary,O,Hindmarsh Street,,Dimboola,VIC,3414,P O Box 241,,DIMBOOLA,VIC,3414,03 5389 1270,298,Hindmarsh (S),-36.45336,142.0304
Government,1,1373,Whorouly Primary School,Primary,O,18 Church Street,,Whorouly,VIC,3735,18 Church Street,,WHOROULY,VIC,3735,03 5727 1363,670,Wangaratta (RC),-36.50544,146.58665
Government,1,1379,Merrijig Primary School,Primary,O,1820 Mount Buller Road,,Merrijig,VIC,3723,1820 Mt. Buller Road,,Merrijig,VIC,3723,03 5777 5559,425,Mansfield (S),-37.1028,146.25688
Government,1,1386,Lethbridge Primary School,Primary,O,2 Stephenson Street,,Lethbridge,VIC,3332,2 Stephenson Street,,LETHBRIDGE,VIC,3332,03 5281 7214,249,Golden Plains (S),-37.96906,144.13456
Government,1,1399,Oxley Primary School,Primary,O,1050 Wangaratta-Whitfield Road,,Oxley,VIC,3678,1050 Wangaratta Whitfield Road,,Oxley,VIC,3678,03 5727 3312,670,Wangaratta (RC),-36.44156,146.36064
Government,1,1401,Northcote Primary School,Primary,O,33 Helen Street,,Northcote,VIC,3070,P O Box 210,,NORTHCOTE,VIC,3070,03 9481 0009,189,Darebin (C),-37.77176,144.99688
Government,1,1402,North Melbourne Primary School,Primary,O,210 Errol Street,,North Melbourne,VIC,3051,210 Errol St,,NORTH MELBOURNE,VIC,3051,03 9329 6902,460,Melbourne (C),-37.79873,144.95064
Government,1,1403,Dandenong Primary School,Primary,O,174-182 Foster Street,,Dandenong,VIC,3175,174-182 Foster Street,,DANDENONG,VIC,3175,03 9792 2743,267,Greater Dandenong (C),-37.98792,145.21982
Government,1,1408,Malmsbury Primary School,Primary,O,28 Cameron Street,,Malmsbury,VIC,3446,28 Cameron Street,,MALMSBURY,VIC,3446,03 5423 2284,413,Macedon Ranges (S),-37.18732,144.38694
Government,1,1409,Williamstown North Primary School,Primary,O,133 Melbourne Road,,Williamstown,VIC,3016,133 MELBOURNE RD,,WILLIAMSTOWN NORTH,VIC,3016,03 9397 5722,311,Hobsons Bay (C),-37.8559,144.89176
Government,1,1410,Kerang Primary School,Primary,O,75 - 79 Victoria Street,,Kerang,VIC,3579,P O Box 19,,KERANG,VIC,3579,03 5450 3181,225,Gannawarra (S),-35.73169,143.92114
Government,1,1417,Drouin West Primary School,Primary,O,535 Main Neerim Road,,Drouin West,VIC,3818,P O Box 176,,DROUIN,VIC,3818,03 5625 1971,83,Baw Baw (S),-38.08711,145.87172
Government,1,1420,Meredith Primary School,Primary,O,5 Wallace Street,,Meredith,VIC,3333,5 Wallace Street,,MEREDITH,VIC,3333,03 5286 1313,249,Golden Plains (S),-37.84271,144.07781
Government,1,1422,Edi Upper Primary School,Primary,O,832 Edi-Cheshunt Road,,Edi Upper,VIC,3678,832 Edi Cheshunt Road,,EDI UPPER,VIC,3678,03 5729 3560,670,Wangaratta (RC),-36.70647,146.44881
Government,1,1428,Eaglehawk North Primary School,Primary,O,1-9 Bendigo-Pyramid Road,,Eaglehawk,VIC,3556,P O Box 11,,EAGLEHAWK,VIC,3556,03 5446 8366,262,Greater Bendigo (C),-36.70707,144.23727
Government,1,1432,Mooroopna Primary School,Primary,O,16-18 O'Brien Street,,Mooroopna,VIC,3629,P O Box 279,,MOOROOPNA,VIC,3629,03 5825 2060,283,Greater Shepparton (C),-36.39136,145.36029
Government,1,1434,Cairnlea Park Primary School,Primary,O,49 Carmody Drive,,Cairnlea,VIC,3023,49 Carmody Drive,,CAIRNLEA,VIC,3023,03 9363 1187,118,Brimbank (C),-37.75885,144.788
Government,1,1435,Ballan Primary School,Primary,O,8-14 Duncan Street,,Ballan,VIC,3342,8-14 DUNCAN STREET,,BALLAN,VIC,3342,03 5368 1072,515,Moorabool (S),-37.60168,144.2311
Government,1,1436,Mount Pleasant Primary School,Primary,O,401 Cobden Street,,Ballarat,VIC,3350,401 Cobden Street,,BALLARAT,VIC,3350,03 5332 3646,57,Ballarat (C),-37.57836,143.85781
Government,1,1441,Tatura Primary School,Primary,O,28-40 Albert Street,,Tatura,VIC,3616,P O Box 256,,TATURA,VIC,3616,03 5824 1684,283,Greater Shepparton (C),-36.44497,145.22992
Government,1,1455,Toolamba Primary School,Primary,O,69-77 Wren Street,,Toolamba,VIC,3614,69-77 Wren Street,,TOOLAMBA,VIC,3614,03 5826 5212,283,Greater Shepparton (C),-36.49052,145.34418
Government,1,1458,Harston Primary School,Primary,O,155 Harston Road,,Tatura,VIC,3616,155 Harston Road,,TATURA,VIC,3616,03 5854 8317,283,Greater Shepparton (C),-36.46986,145.14175
Government,1,1463,Osbornes Flat Primary School,Primary,O,354 Osbornes Flat Road,,Osbornes Flat,VIC,3691,354 OSBORNES FLAT ROAD,,OSBORNES FLAT,VIC,3691,02 6027 1415,335,Indigo (S),-36.31716,146.89257
Government,1,1464,Frankston Primary School,Primary,O,Davey Street,,Frankston,VIC,3199,PO Box 3104,,FRANKSTON EAST LPO,VIC,3199,03 9783 3769,217,Frankston (C),-38.14756,145.12403
Government,1,1465,Donald Primary School,Primary,O,Walker Street,,Donald,VIC,3480,P O Box 115,,DONALD,VIC,3480,03 5497 1581,127,Buloke (S),-36.36721,142.98463
Government,1,1476,Beveridge Primary School,Primary,O,Arrowsmith Street,,Beveridge,VIC,3753,Arrowsmith Street,,BEVERIDGE,VIC,3753,03 9745 2264,485,Mitchell (S),-37.47206,144.97776
Government,1,1479,St Kilda Primary School,Primary,O,2B Brighton Road,,St Kilda,VIC,3182,2B BRIGHTON ROAD,,ST KILDA,VIC,3182,03 9534 3993,590,Port Phillip (C),-37.87022,144.98902
Government,1,1484,Cape Clear Primary School,Primary,O,1539 Scarsdale-pitfield Road,,Cape Clear,VIC,3351,1539 Scarsdale-Pitfield Road,,Cape Clear,VIC,3351,03 5342 2252,249,Golden Plains (S),-37.79196,143.60821
