school_name,address,town,lga_name,x,y
Birchip P-12 School,43-47 Campbell Street Birchip VIC 3483,Birchip,Buloke (S),-35.98438,142.90993999999998
Nhill College,Whitehead Avenue Nhill VIC 3418,Nhill,Hindmarsh (S),-36.3326,141.65886
Sale College,73-81 Macalister Street Sale VIC 3850,Sale,Wellington (S),-38.10892,147.06801000000002
McClelland Secondary College,31 Belar Avenue Frankston VIC 3199,Frankston,Frankston (C),-38.14632,145.15845
Western English Language School,46 South Road Braybrook VIC 3019,Braybrook,Maribyrnong (C),-37.791,144.85404
Narre Warren South P-12 College,Amberly Park Drive Narre Warren South VIC 3805,Narre Warren South,Casey (C),-38.04973,145.28508
Lara Secondary College,34 Alkara Avenue Lara VIC 3212,Lara,Greater Geelong (C),-38.01818,144.41156999999998
Kaniva College,2 Farmers Street Kaniva VIC 3419,Kaniva,West Wimmera (S),-36.38272,141.24485
Corryong College,27-45 Towong Road Corryong VIC 3707,Corryong,Towong (S),-36.19294,147.91076
Maryborough Education Centre,102 - 192 Balaclava Road Maryborough VIC 3465,Maryborough,Central Goldfields (S),-37.042159999999996,143.72287
The Lakes South Morang College,80 Jardier Terrace South Morang VIC 3752,South Morang,Whittlesea (C),-37.63494,145.07568
Point Cook Senior Secondary College,Cnr Boardwalk Blvd & Bergamot Point Cook VIC 3030,Point Cook,Wyndham (C),-37.886720000000004,144.73282
Manor Lakes P-12 College,2-50 Minindee Road Wyndham Vale VIC 3024,Wyndham Vale,Wyndham (C),-37.873509999999996,144.60185
Coburg High School,101 Urquhart Street Coburg VIC 3058,Coburg,Moreland (C),-37.7407,144.9728
Wodonga Middle Years College,22-24 Mitchell Street Wodonga VIC 3690,Wodonga,Wodonga (C),-36.13084,146.89056000000002
Mount Ridley P-12 College,2-30 Hampton Street Craigieburn VIC 3064,Craigieburn,Hume (C),-37.58027,144.92342
Tarneit Senior College,861 Leakes Road Tarneit VIC 3029,Tarneit,Wyndham (C),-37.83335,144.68041000000002
Echuca College,20 - 50 Butcher Street Echuca VIC 3564,Echuca,Campaspe (S),-36.13239,144.73242
John Monash Science School,39 Innovation Walk Clayton VIC 3800,Clayton,Monash (C),-37.91422,145.12868999999998
Altona College,103 A Grieve Parade Altona VIC 3018,Altona,Hobsons Bay (C),-37.861909999999995,144.81864
Dandenong High School,92-106 Princes Highway Dandenong VIC 3175,Dandenong,Greater Dandenong (C),-37.979420000000005,145.20901
Bass Coast Specialist School,6 Mckenzie Street Wonthaggi VIC 3995,Wonthaggi,Bass Coast (S),-38.60974,145.59646999999998
Laverton P-12 College,91 Bladin Street Laverton VIC 3028,Laverton,Hobsons Bay (C),-37.85617,144.77263
Hume Central Secondary College,60-78 Tanderrum Way Broadmeadows VIC 3047,Broadmeadows,Hume (C),-37.680440000000004,144.91536000000002
Colac Secondary College,173 Queen Street Colac VIC 3250,Colac,Colac-Otway (S),-38.3515,143.5901
Nossal High School,Sir Gustav Nossal Boulevard Berwick VIC 3806,Berwick,Casey (C),-38.0385,145.33656000000002
Suzanne Cory High School,225 Hoppers Lane Werribee VIC 3030,Werribee,Wyndham (C),-37.89385,144.70075
Keysborough Secondary College,8-20 Janine Road Springvale South VIC 3172,Springvale South,Greater Dandenong (C),-37.96702,145.15984
Hallam Senior Secondary College,74-84 Frawley Road Hallam VIC 3803,Hallam,Casey (C),-38.0002,145.26119
Gleneagles Secondary College,58 Reema Boulevard Endeavour Hills VIC 3802,Endeavour Hills,Casey (C),-37.97461,145.27656000000002
Fountain Gate Secondary College,45 Josephine Avenue Narre Warren VIC 3805,Narre Warren,Casey (C),-38.006209999999996,145.2951
Balmoral K-12 Community College,1831 Harrow Balmoral Road Balmoral VIC 3407,Balmoral,Southern Grampians (S),-37.240559999999995,141.82737
Myrtleford P-12 College,Prince Street Myrtleford VIC 3737,Myrtleford,Alpine (S),-36.54889,146.72614
Alkira Secondary College,15 Nurture Avenue Cranbourne North VIC 3977,Cranbourne North,Casey (C),-38.07313,145.30872
Somerville Secondary College,37 Graf Road Somerville VIC 3912,Somerville,Mornington Peninsula (S),-38.22726,145.1686
Tarneit Rise Primary School,51-71 Hummingbird Boulevard Tarneit VIC 3029,Tarneit,Wyndham (C),-37.83618,144.66582
Boort District P-12 School,9 - 27 Malone Street Boort VIC 3537,Boort,Loddon (S),-36.11022,143.72695
Yarrawonga College P-12,2-24 Pinniger Street Yarrawonga VIC 3730,Yarrawonga,Moira (S),-36.021440000000005,146.00666999999999
Seymour College,29-47 Stewart Street Seymour VIC 3660,Seymour,Mitchell (S),-37.02984,145.14112
Merbein P-10 College,188-206 Commercial Street Merbein VIC 3505,Merbein,Mildura (RC),-34.16937,142.07131
Albert Park College,83 Danks Street Albert Park VIC 3206,Albert Park,Port Phillip (C),-37.84479,144.94736
Charles La Trobe P-12 College,235 Kingsbury Drive Macleod West VIC 3085,Macleod West,Darebin (C),-37.728970000000004,145.05865
Victoria University Secondary College,5A Jamieson Street St Albans VIC 3021,St Albans,Brimbank (C),-37.7401,144.78563
Swifts Creek P-12 School,6840 Great Alpine Road Swifts Creek VIC 3896,Swifts Creek,East Gippsland (S),-37.26684,147.72403
Glenroy Secondary College,120 Glenroy Road Glenroy VIC 3046,Glenroy,Moreland (C),-37.7047,144.925
John Fawkner Secondary College,51 Jukes Road Fawkner VIC 3060,Fawkner,Moreland (C),-37.702709999999996,144.97186000000002
William Ruthven Secondary College,60 Merrilands Road Reservoir VIC 3073,Reservoir,Darebin (C),-37.696670000000005,145.00277
Mernda Central P-12 College,70 Breadalbane Avenue Mernda VIC 3754,Mernda,Whittlesea (C),-37.60485,145.08833
Cranbourne East Secondary College,50 Stately Drive Cranbourne East VIC 3977,Cranbourne East,Casey (C),-38.10494,145.30603
Featherbrook P-9 College,281 Boardwalk Boulevard Point Cook VIC 3030,Point Cook,Wyndham (C),-37.90012,144.72834
Phoenix P-12 Community College,53 - 71 Hertford Street Sebastopol VIC 3356,Sebastopol,Ballarat (C),-37.58661,143.83351000000002
Northern Bay P-12 College,3-25 Goldsworthy Road Corio VIC 3214,Corio,Greater Geelong (C),-38.07841,144.35571000000002
Surf Coast Secondary College,75 White Street Torquay VIC 3228,Torquay,Surf Coast (S),-38.304190000000006,144.32386
Hopetoun P-12 College,1 Dodgshun Street Hopetoun VIC 3396,Hopetoun,Yarriambiack (S),-35.73487,142.36603
Doveton College,62 Tristania Street Doveton VIC 3177,Doveton,Casey (C),-37.98945,145.24317
Officer Secondary College,1 Parker Street Officer VIC 3809,Officer,Cardinia (S),-38.07202,145.41097
Brookside P-9 College,13 -16 Federation Way Caroline Springs VIC 3023,Caroline Springs,Melton (C),-37.746340000000004,144.73722
Creekside K-9 College,9 The Crossing Caroline Springs VIC 3023,Caroline Springs,Melton (C),-37.73445,144.73803999999998
Lakeview Senior College,College Street Caroline Springs VIC 3023,Caroline Springs,Melton (C),-37.73102,144.74028
Springside Primary School,22 Becca Way Caroline Springs VIC 3023,Caroline Springs,Melton (C),-37.71118,144.73866999999998
Melba Secondary College,20 Brentnall Road Croydon VIC 3136,Croydon,Maroondah (C),-37.79552,145.26202
Boronia K-12 College,35-37 Albert Avenue Boronia VIC 3155,Boronia,Knox (C),-37.8583,145.29327
